name,relative_path,absolute_path,is_dir,is_file,size_bytes,line_count
5224.n.txt,5224.n.txt,data/daily/pl/funds balanced\5224.n.txt,False,True,485056,8448
5227.n.txt,5227.n.txt,data/daily/pl/funds balanced\5227.n.txt,False,True,255256,4152
5228.n.txt,5228.n.txt,data/daily/pl/funds balanced\5228.n.txt,False,True,248288,4032
5237.n.txt,5237.n.txt,data/daily/pl/funds balanced\5237.n.txt,False,True,267714,4505
5254.n.txt,5254.n.txt,data/daily/pl/funds balanced\5254.n.txt,False,True,293702,5943
5267.n.txt,5267.n.txt,data/daily/pl/funds balanced\5267.n.txt,False,True,244738,4253
5281.n.txt,5281.n.txt,data/daily/pl/funds balanced\5281.n.txt,False,True,317282,5153
5302.n.txt,5302.n.txt,data/daily/pl/funds balanced\5302.n.txt,False,True,311142,5811
5307.n.txt,5307.n.txt,data/daily/pl/funds balanced\5307.n.txt,False,True,480626,8361
5312.n.txt,5312.n.txt,data/daily/pl/funds balanced\5312.n.txt,False,True,479866,8359
